Provider,docDegMax,docBtwnMean,docEignMean,docMANN
PRV52066,0,0,2.402890338273351e-4,NaN
PRV52067,1,0,0.0015121582132496885,6
PRV52068,3,1.7142857142857142,7.793201208482258e-4,4.833333333333333
PRV52069,1,0,5.630930522643469e-9,6
PRV52070,4,225.37499999999997,1.2467257699933406e-8,4
PRV52071,1,0,5.608791174431534e-5,6
PRV52072,3,6.57107683982684,4.545994792609788e-4,2.6666666666666665
PRV52073,4,68.0511904761905,9.973806159946725e-9,8.375
PRV52074,4,67.23262786596118,9.416855489928274e-4,1.25
PRV52075,1,0,0,3
PRV52076,9,208.27579935688453,0.17946774898365772,1.9642857142857142
PRV52077,4,54.24163970144903,5.209741991050393e-4,2.1
PRV52078,1,0,6.060339441925082e-4,2
PRV52079,1,0,0.0010910381050499404,6
PRV52080,0,0,2.0233597601439894e-10,NaN
PRV52081,4,1083.111111111111,0,3.6
PRV52082,1,0,0,2
PRV52083,4,0.6666666666666666,6.827879201689942e-5,3.8
PRV52084,4,69.5880323426975,0.0019464090752076327,2.3333333333333335
PRV52085,4,0.3333333333333333,3.127624539726602e-4,1.25
PRV52086,2,1101.6666666666667,0,5
PRV52087,2,27.179166666666674,8.06470510822491e-10,6.5
PRV52088,1,0,0,5.75
PRV52089,6,1456.2218253968265,9.87452388199793e-4,4.25
PRV52090,4,127.93469522518376,6.603126408690978e-4,2.583333333333333
PRV52091,3,64.54545454545455,5.523105222843702e-4,4.416666666666667
PRV52092,3,22.307914307914302,0.0013245966859202246,1.8214285714285714
PRV52093,2,0,4.761662012949208e-4,2
PRV52094,3,0,1.452491453266465e-4,4.166666666666667
PRV52095,4,607.4333309801378,0.017277761529628448,13
PRV52096,7,0,0.1389893209768085,3.6818181818181817
PRV52097,4,2051.016666666666,1.0190826430869728e-4,4.75
PRV52098,1,0,1.0866231178557038e-5,1
PRV52099,3,123.50500610500603,0.08180539543923361,6.083333333333333
PRV52100,5,185.40241833759632,4.1009171593322963e-7,4.166666666666667
PRV52101,1,0,0,1
PRV52102,2,19.61468002671563,0.0015099897078428718,3
PRV52103,2,329.2197633242967,0.0013588793727608425,9
PRV52104,2,0,5.381395311185735e-4,3.125
PRV52105,2,650.3830765639583,0.05366642859227019,18
PRV52106,4,5515.487965465911,7.295216295168156e-5,7.5
PRV52107,0,0,0,NaN
PRV52108,4,59.019480519480545,7.704748214407536e-4,5.75
PRV52109,7,420.5000554576532,4.961186919342421e-4,6.714285714285714
PRV52110,1,0,8.446395783965204e-9,1
PRV52111,3,0,9.973806159946725e-9,4.083333333333334
PRV52112,3,42.42388788370228,1.5066396590437294e-6,3.625
PRV52113,2,0,0,12.5
PRV52114,0,0,9.416910899962495e-4,NaN
PRV52115,5,57.5,8.137873237926149e-6,3.5
PRV52116,2,0.3,4.793293195204469e-6,2.3333333333333335
PRV52117,4,258.5339501593179,0,15.2
PRV52118,5,1161.888888888889,1.355245026169553e-5,7.85
PRV52119,3,0,0,5.35
PRV52120,3,0.8076923076923077,6.047933044758795e-4,1.1875
PRV52121,2,125.55555555555556,6.062240648693154e-4,5.25
PRV52122,3,0,1.302593098394958e-11,2.7142857142857144
PRV52123,2,0,5.526942581360106e-4,1.2692307692307692
PRV52124,2,0.42857142857142855,7.808195488606592e-4,2.8333333333333335
PRV52125,6,209.42270554465082,5.205282418885395e-4,2.7839285714285715
PRV52126,1,0,8.475275504702701e-4,1.6222222222222222
PRV52127,2,0,0.003253723828838311,3.6666666666666665
PRV52128,3,496.9179342229726,0,4.333333333333333
PRV52129,3,112.5,8.975938130267625e-5,2.75
PRV52130,3,76.83333333333333,1.78089784075257e-4,3.5
PRV52131,3,219.16666666666663,0.004385053683407282,3.5
PRV52132,1,0,1.7041446199467607e-8,3
PRV52133,4,410.54786792954917,0.0012107456875512697,2.625
PRV52134,3,2,4.21016712356841e-4,3.638888888888889
PRV52135,2,1.5,8.446390525571961e-9,2.0555555555555554
PRV52136,2,17.692307692307693,6.523207739148082e-4,6.25
PRV52137,3,23.32844932844935,2.789008342765614e-4,4
PRV52138,3,0.25,4.6387505444526626e-4,1.1777777777777778
PRV52139,2,0.1111111111111111,6.744125051004341e-4,2.8333333333333335
PRV52140,1,0,1.0242015544338248e-4,1.3333333333333333
PRV52141,5,31.238095238095237,0.002348075925426639,2.2777777777777777
PRV52142,3,69,2.5106155973383937e-10,3.5
PRV52143,2,337.5,3.5893281826338437e-6,7.75
PRV52144,4,1.3589743589743588,2.3630991220930262e-4,1.55
PRV52145,0,0,4.11836551123085e-4,NaN
PRV52146,2,6.846834120853705,2.799988454846355e-7,2.5
PRV52147,1,0,4.2013975133827766e-4,4
PRV52148,1,0,0,5
PRV52149,6,423.0271222929115,4.803701733878472e-5,2.8
PRV52150,3,0.7333333333333333,4.072625613297147e-4,1.1103896103896105
PRV52151,5,585.6456119856377,0,2.514705882352941
PRV52152,5,149.94781430740346,0.001998283773178963,4.291666666666666
PRV52153,1,0,7.793200563257861e-4,1
PRV52154,4,89.15625,5.651796782643126e-4,1.3253968253968254
PRV52155,5,525.2187847235629,0.04157208147015478,9
PRV52156,4,178.22222222222223,3.3555894889159357e-4,2.321078431372549
PRV52157,7,270.0666666666667,6.870166246257937e-4,5.888888888888889
PRV52158,2,73.95699362366032,3.356505936989643e-4,6.25
PRV52159,11,835.51453287444,8.47767448525813e-4,4.636363636363637
PRV52160,1,0,2.0233597601439894e-10,2
PRV52161,2,0,0,3.8
PRV52162,1,0,0.0027499262760943173,1.5666666666666667
PRV52163,4,224.75,1.2467257699933406e-8,2.732142857142857
PRV52164,9,994.4380430242271,0.0013986338683069578,2.2954545454545454
PRV52165,4,150.00555555555556,1.0342761773784919e-4,2.5
PRV52166,3,0,0.0013637976313124257,3.875
PRV52167,2,0,8.73157673712919e-6,4.75
PRV52168,5,81.07142857142857,7.239767814827318e-9,4.090909090909091
PRV52169,2,7.6,1.0016934533095613e-6,6.5
PRV52170,2,226,9.973806159946725e-9,2
PRV52171,4,0,0,4
PRV52172,1,0,0,2
PRV52173,1,0,0,4
PRV52174,1,0,0.0018308458960845562,4
PRV52175,4,77.3568783068783,0.0010340481986020117,3.138888888888889
PRV52176,1,0,0,6
PRV52177,4,906.0890893901426,1.2451879865783556e-5,3.8333333333333335
PRV52178,1,0,0,1
PRV52179,2,3240,0,4.5
PRV52180,4,38.255555555555574,0.0018183968417499008,7.8
PRV52181,7,25.94732664995821,0.25865434306713986,7.1875
PRV52182,0,0,5.851199938999854e-5,NaN
PRV52183,2,1,0,1
PRV52184,1,0,7.572262110819564e-5,5
PRV52185,1,0,0,1
PRV52186,3,299.27711143826184,0.0018183968417499008,7.333333333333333
PRV52187,5,583.6666666666666,6.904295811658679e-4,4
PRV52188,6,2425.316408735528,0.008829242388541774,5.571428571428571
PRV52189,1,0,0,9
PRV52190,1,0,1.272828991694112e-5,2
PRV52191,2,58.91211361737677,0,5
PRV52192,6,967.8328067357471,5.481752272392617e-4,3.5
PRV52193,0,0,0,NaN
PRV52194,1,0,0,5
PRV52195,4,9.76185193375596,0.14227819564099678,12.625
PRV52196,2,0,7.901676016253978e-6,7
PRV52197,1,0,0,7
PRV52198,3,0,0.029233534466470236,15.666666666666666
PRV52199,4,1.8499999999999999,0,10.6
PRV52200,1,0,2.1856140450953892e-5,7
PRV52201,2,0,1.570513726629711e-5,8.5
PRV52202,4,4.333333333333333,0,4
PRV52203,3,0.3333333333333333,0,5.333333333333333
PRV52204,0,0,0,NaN
PRV52205,1,0,0,2
PRV52206,0,0,0,NaN
PRV52207,3,0,0,3.3333333333333335
PRV52208,0,0,0,NaN
PRV52209,2,0,6.280112392083202e-6,3
PRV52210,1,0,0,1
PRV52211,0,0,0,NaN
PRV52212,1,0,0,1
PRV52213,4,1.5,0,2.5
PRV52214,4,0,0,4
PRV52215,1,0,0,3
PRV52216,0,0,0,NaN
PRV52217,5,4.7,0,8
PRV52218,1,0,0,12
PRV52219,2,0.3333333333333333,0,6
PRV52220,1,0,0,1
PRV52221,0,0,0,NaN
PRV52222,4,0,0,4
PRV52223,2,1,0,1
PRV52224,8,299.00000000000097,0,5
PRV52225,1,0,0,1
PRV52226,1,0,0,1
PRV52227,6,300.600000000001,0,8.166666666666666
PRV52228,3,21.137370595091188,0,17
PRV52229,3,0,0.033600736358164636,11
PRV52230,7,446,0,6.444444444444445
PRV52231,2,0,6.282540222090683e-6,3
PRV52232,3,0,0,3.3333333333333335
PRV52233,1,0,0.004519042446427905,8
PRV52234,7,326.1405313712664,0.08947774877303408,8.25
PRV52235,0,0,0,NaN
PRV52236,8,299.00000000000097,0,5
PRV52237,0,0,0,NaN
PRV52238,6,231.09999999999994,0,7.833333333333333
PRV52239,1,0,0,1
PRV52240,5,116.26149071516716,0,15
PRV52241,7,1160.530436925503,0.09719926430595985,9.625
PRV52242,2,0,0.049800936839948504,18
PRV52243,1,0,0,6
PRV52244,1,0,0,1
PRV52245,0,0,0,NaN
PRV52246,6,2,0,6.125
PRV52247,4,1.5,0,2.5
PRV52248,3,272.2747411901824,0,15.666666666666666
PRV52249,4,3.5666666666666664,0,10.4
PRV52250,4,684,0,2.75
PRV52251,2,0,0,5.5
PRV52252,3,0,0,3.3333333333333335
PRV52253,1,0,0,2
PRV52254,0,0,0,NaN
PRV52255,4,0,0,4
PRV52256,5,1.1,0,9.4
PRV52257,4,0,0,4
PRV52258,0,0,0,NaN
PRV52259,6,258.29182229767997,0.06740981029762148,10.333333333333334
PRV52260,2,908,0,3
PRV52261,0,0,0,NaN
PRV52262,4,253.2156542124613,0.030817244334879885,12.5
PRV52263,0,0,0,NaN
PRV52264,5,253.70848896434666,0.04257043525878718,9.4
PRV52265,0,0,0,NaN
PRV52266,1,0,0,1
PRV52267,0,0,0,NaN
PRV52268,1,0,0,6
PRV52269,0,0,0,NaN
PRV52270,0,0,0,NaN
PRV52271,0,0,0,NaN
PRV52272,0,0,0,NaN
PRV52273,1,0,0,2
PRV52274,0,0,0,NaN
PRV52275,1,0,3.4422425660538884e-5,5
PRV52276,0,0,0,NaN
PRV52277,1,0,0,1
PRV52278,0,0,0,NaN
PRV52279,0,0,0,NaN
PRV52280,4,61.53737059509119,4.0464920710617526e-10,6.875
PRV52281,2,10.18809523809524,0,12.5
PRV52282,0,0,0,NaN
PRV52283,0,0,0,NaN
PRV52284,1,0,2.185736501706694e-5,7
PRV52285,0,0,0,NaN
PRV52286,0,0,0,NaN
PRV52287,0,0,0,NaN
PRV52288,0,0,0,NaN
PRV52289,1,0,2.323632914538254e-6,1.6666666666666667
PRV52290,2,0,0,20.666666666666668
PRV52291,0,0,0,NaN
PRV52292,3,21.137370595091184,0,16.666666666666668
PRV52293,0,0,0,NaN
PRV52294,1,0,0,17
PRV52295,1,0,5.851199938999854e-5,3
PRV52296,0,0,0,NaN
PRV52297,1,0,0,1
PRV52298,3,84.5,1.0811919635564732e-5,2.7777777777777777
PRV52299,2,0,1.6124480796417423e-5,2.4
PRV52300,3,461.8699296704329,0.0012219887257879736,3.6666666666666665
PRV52301,0,0,0,NaN
PRV52302,6,527.5588847341172,0.09179336112684151,8.333333333333334
PRV52303,6,87.48616295641061,2.6187514275633725e-4,4.583333333333334
PRV52304,2,41.333333333333336,1.7239691696997034e-4,1.125
PRV52305,4,83.78748196248198,4.753695187689085e-5,3.1999999999999997
PRV52306,8,1081.201587301587,0.17940188398371912,9.25
PRV52307,8,114.65637806823956,4.934020371872251e-4,1.9230769230769231
PRV52308,6,840.0343343876632,0.0417475040375877,7.142857142857143
PRV52309,2,0,0.01406628047842789,5
PRV52310,1,0,0.03982072025546075,21
PRV52311,1,0,1.815068433502607e-4,4
PRV52312,0,0,2.753528580450754e-7,NaN
PRV52313,1,0,0.013830542956679473,17
PRV52314,6,73.0777777777778,2.7992369008923457e-5,2.2222222222222223
PRV52315,7,370.56111111111113,1.0142251886987657e-4,2.25
PRV52316,3,183,6.252439028530688e-5,3.6
PRV52317,5,1076.6565260075322,2.1306387903483818e-4,4.2
PRV52318,4,7.205357142857142,3.0813628057371506e-4,4.75
PRV52319,4,107.7988095238095,0.04655367994887853,6.541666666666667
PRV52320,4,0.4285714285714285,4.263869876899176e-5,2.291666666666667
PRV52321,4,360.7693795168252,9.258185879925502e-4,5.333333333333333
PRV52322,2,0,4.3422937730442327e-5,4
PRV52323,1,0,8.108564076525313e-8,1.25
PRV52324,4,13.66604351788563,6.165335294860227e-4,4.9
PRV52325,7,95.83333333333333,0.25,1.3571428571428572
PRV52326,0,0,0,NaN
PRV52327,2,62,1.528279299632649e-6,1.1666666666666665
PRV52328,2,0,1.4469411847789499e-6,1.8
PRV52329,1,0,4.1923636676207034e-5,1.5
PRV52330,3,187.10000000000008,2.0126220960468128e-4,5.666666666666667
PRV52331,3,1.3333333333333333,7.329075990759808e-5,2.675
PRV52332,10,100.31448412698411,3.549212768365625e-4,2.0555555555555554
PRV52333,2,0.6666666666666666,4.494761563832455e-6,4.25
PRV52334,2,0,1.0180883708529485e-4,3.3333333333333335
PRV52335,2,60.5,6.697407469758745e-4,2
PRV52336,2,211.84166666666664,1.5936715013515553e-5,8.5
PRV52337,1,0,5.851199938999854e-5,1
PRV52338,3,2.290975690975691,4.664872752268786e-4,8.6
PRV52339,0,0,2.037104556993427e-5,NaN
PRV52340,5,21.171012647483238,0.001189020059258443,4.1
PRV52341,10,138.30161232972242,0.00017601181662659011,3.1666666666666665
PRV52342,4,40.80532879818594,0.0012652752859062368,4.333333333333333
PRV52343,2,0,6.805880611099893e-5,4.75
PRV52344,1,0,6.057331711988885e-5,7
PRV52345,4,110.73809523809524,0.10897001128619797,4.857142857142857
PRV52346,5,170.6548319327731,4.0342906662139823e-05,6.8
PRV52347,7,35.20739912392388,5.54660763347467e-4,4.916666666666667
PRV52348,3,625.7992947497979,0.0151364781487521,5
PRV52349,6,35.738095238095234,4.488694841827039e-4,2
PRV52350,6,704.4046042021281,0.014784463866619569,4.428571428571429
PRV52351,4,6.526315789473684,1.0276541284004576e-4,1.5833333333333333
PRV52352,1,0,3.9007999593332363e-5,3
PRV52353,1,0,3.443891547341564e-5,12
PRV52354,4,3.4166666666666665,0.1456627652576434,5.5
PRV52355,1,0,2.800734772337562e-4,8
PRV52356,5,626.8437518149206,0.007720696180384549,4.833333333333333
PRV52357,0,0,0,NaN
PRV52358,0,0,0,NaN
PRV52359,5,960.247104950434,6.79640059930565e-4,7.714285714285714
PRV52360,3,13.777777777777779,9.083443159033083e-6,3.5
PRV52361,5,14.205706414797326,8.42182945982662e-5,2.111111111111111
PRV52362,3,64.62237622321656,8.046322246809011e-4,7.666666666666667
PRV52363,2,53.652518551280195,0.0011977461388246184,6.5
PRV52364,5,41.833333333333336,0.17498875582121884,2.411764705882353
PRV52365,0,0,9.093362321946236e-4,NaN
PRV52366,4,121.125,0.01486760922064758,14.666666666666666
PRV52367,3,1.5,9.383506405465715e-5,2.833333333333333
PRV52368,2,41,4.376942602448506e-5,10
PRV52369,6,60.63180299232931,5.93869383792585e-5,3.125
PRV52370,4,116.13220255406785,2.2707246991047492e-5,7.75
PRV52371,5,555.3277777777778,0.15874245230026096,6.285714285714286
PRV52372,3,15.599999999999998,0.03919326831333271,7
PRV52373,2,41.333333333333336,4.289563334974624e-5,1.5
PRV52374,5,34.69345238095238,4.2410230162933514e-5,2
PRV52375,1,0,7.297990521220516e-7,6
PRV52376,8,1232.5823448996828,0.003516690714014457,4.25
PRV52377,1,0,2.9198305622989883e-6,1.5
PRV52378,2,60.25,0.022979449991712156,10
PRV52379,4,195.74347041847042,4.660464697560112e-5,5.5
PRV52380,1,0,0,1
PRV52381,2,123,0.0010754707138461125,1.25
PRV52382,0,0,0,NaN
PRV52383,4,48.213095238095235,3.334955091097354e-4,8.8
PRV52384,1,0,0.0022165320100124134,4
PRV52385,1,0,1.6607106861076962e-5,2
PRV52386,1,0,0.014202275839159048,11
PRV52387,4,19.56190476190476,0.4762571892014888,2.8
PRV52388,2,246,3.742425717691449e-5,7
PRV52389,7,97.52811069563396,0.09813267033614156,3.5294117647058822
PRV52390,3,25.513095238095236,1.8294346035407355e-4,6.333333333333333
PRV52391,1,0,3.9433066612794524e-5,3
PRV52392,5,687.5563894138198,0.009440435700262196,5.2
PRV52393,1,0,0.003655307241540833,6
PRV52394,2,5.080735930735931,2.844540694154941e-4,4.833333333333333
PRV52395,4,316.85897185030336,0.0019497691073863464,3.625
PRV52396,2,0,4.392855939837689e-5,7.666666666666667
PRV52397,0,0,0,NaN
PRV52398,8,701.7476963353128,0.45311231794824697,4.25
PRV52399,2,107.53333333333335,1.2437353252983647e-4,15
PRV52400,1,0,0,1
PRV52401,3,123.5,9.166589404444137e-6,1.1666666666666667
PRV52402,0,0,9.287024206716166e-4,NaN
PRV52403,5,168.2789321789322,1.556341886288432e-4,2.5454545454545454
PRV52404,1,0,5.5772240447841726e-5,3.6666666666666665
PRV52405,2,0.3333333333333333,0,1.5999999999999999
PRV52406,2,0,0.0015138610322933195,2.5714285714285716
PRV52407,3,4,7.115769927869758e-4,8.75
PRV52408,2,0,0.2562813802462263,7
PRV52409,6,884.9492063492065,5.018247414646825e-4,6
PRV52410,1,0,0.0073105548263281235,6
PRV52411,0,0,0,NaN
PRV52412,1,0,0.07964144051086622,21
PRV52413,3,92.75,3.9146435046138485e-5,3.375
PRV52414,2,148.75,6.96927108647563e-5,10.5
PRV52415,3,262.95,4.757659812910143e-5,6
PRV52416,0,0,0,NaN
PRV52417,0,0,0,NaN
PRV52418,0,0,0,NaN
PRV52419,4,18.77976190476191,3.997474847681434e-4,6.6
PRV52420,2,366,0.025456259982735024,5.5
PRV52421,2,183,1.027068163736154e-4,5.5
PRV52422,2,89.79539579787254,8.556321692411165e-4,5.5
PRV52423,1,0,0,1
PRV52424,2,0,4.3422937657286415e-5,4
PRV52425,0,0,0,NaN
PRV52426,2,0,2.4201375600485173e-4,6.5
PRV52427,5,708.1317460317458,0.0025609144010796613,3.8
PRV52428,1,0,8.182250511102036e-7,8
PRV52429,5,1259.6210719535025,0.06018675975746755,7.8
PRV52430,1,0,5.851199938999854e-5,1
PRV52431,0,0,0,NaN
PRV52432,3,291.0857142857143,0.015361144184549605,5.166666666666666
PRV52433,2,0,6.126553020630175e-6,2.5
PRV52434,0,0,0,NaN
PRV52435,2,2,0.08640944292289457,6.333333333333333
PRV52436,3,322.8095238095238,0.0432456725410207,7
PRV52437,3,113.4,4.465976154289038e-5,8.333333333333334
PRV52438,0,0,0,NaN
PRV52439,0,0,0,NaN
PRV52440,0,0,0,NaN
PRV52441,0,0,0,NaN
PRV52442,3,242.5,0.15561537323639069,12.5
PRV52443,0,0,0,NaN
PRV52444,1,0,0,1
PRV52445,1,0,0,7.5
PRV52446,2,297.5,2.2361422915503946e-5,10.5
PRV52447,0,0,4.1302928706761313e-7,NaN
PRV52448,0,0,0,NaN
PRV52449,2,1.25,5.315763477420983e-4,8.666666666666666
PRV52450,2,139.06435786435785,6.732813494751974e-5,7.333333333333333
PRV52451,1,0,0,1
PRV52452,0,0,0,NaN
PRV52453,0,0,0,NaN
PRV52454,0,0,0,NaN
PRV52455,1,0,4.054774567308049e-6,9
PRV52456,0,0,0,NaN
PRV52457,0,0,0,NaN
PRV52458,0,0,0,NaN
PRV52459,0,0,0,NaN
PRV52460,1,0,4.118924613999043e-5,4
PRV52461,0,0,0,NaN
PRV52462,0,0,0,NaN
PRV52463,0,0,0,NaN
PRV52464,0,0,0,NaN
PRV52465,1,0,2.4354426339998826e-6,3
PRV52466,1,0,0,8
PRV52467,11,312.3702335342639,0.06915590385086931,6.492307692307692
PRV52468,1,0,0.006075048555271868,13
PRV52469,1,0,1.3489065067626597e-10,2
PRV52470,0,0,0.012150163221773223,NaN
PRV52471,0,0,0.004050054677039043,NaN
PRV52472,9,240.27777777777777,0.08408318504997271,6.2444444444444445
PRV52473,0,0,0.012150163221773223,NaN
PRV52474,2,3.5,0.0013313949222624848,3.25
PRV52475,2,0.14583333333333331,0.005682033617629161,6.75
PRV52476,2,116.41666666666667,0.002619371655077558,4
PRV52477,2,98.96632392434127,0.14459358296376426,2.6666666666666665
PRV52478,2,118.44225962427481,0.12652327262635177,6.5
PRV52479,3,76.85818338356596,0.06343354263397295,5.388888888888889
PRV52480,1,0,9.429540857401702e-7,2.5
PRV52481,1,0,0,2
PRV52482,0,0,0.012150163221773223,NaN
PRV52483,0,0,0.006075081610886612,NaN
PRV52484,2,1,0,1
PRV52485,0,0,0.012150163221773223,NaN
PRV52486,9,2.55,1,5.071428571428571
PRV52487,9,3.3,0.7345590206731818,7.5
PRV52488,9,3.3,0.8503570903807584,6.391304347826087
PRV52489,9,3.2333333333333334,0.3777925228884945,4.5476190476190474
PRV52490,8,29.66666666666667,0.22079110355232168,17.5
PRV52491,6,0,0.5846902518226987,9.142857142857142
PRV52492,9,2.775,0.4733704894514789,3.519230769230769
PRV52493,0,0,0.012150163221773223,NaN
PRV52494,0,0,0.012150163221773223,NaN
PRV52495,0,0,0.012150163221773223,NaN
PRV52496,7,3.6666666666666665,0.2237462551995292,19.857142857142858
PRV52497,1,0,2.076520577729074e-4,1.5
PRV52498,2,2.25,0.19146493420040864,1.5
PRV52499,2,0,1.6186878081151916e-10,2
PRV52500,2,0.4,1.6186878081151916e-10,1.3333333333333333
PRV52501,3,3,0.16220867205205897,5.333333333333333
PRV52502,2,8,0.054577950156792635,3.5
PRV52503,2,4.5,0.01153292104483916,1.5
PRV52504,1,0,1.6186878081151916e-10,2
PRV52505,2,34,0.18370715428719084,3
PRV52506,0,0,0,NaN
PRV52507,1,0,0,1
PRV52508,3,17,0.3593437052339882,3
PRV52509,2,0.5,2.0758692483554585e-4,2
PRV52510,2,0,0,2
PRV52511,6,10.25,0.16785964231339812,1.75
PRV52512,0,0,0,NaN
PRV52513,2,0.5,0,1
PRV52514,1,0,0.061998935687092784,4
PRV52515,0,0,2.0853217654840834e-4,NaN
PRV52516,0,0,0,NaN
PRV52517,1,0,0.00528142450964177,2
PRV52518,1,0,0.02442670051411264,1
PRV52519,0,0,2.0233597601439894e-10,NaN
PRV52520,3,34,0.08998293900184283,1.75
PRV52521,2,0,0.00620104545665344,2
PRV52522,1,0,3.622847687522276e-4,3
PRV52523,0,0,4.1517344499913966e-4,NaN
PRV52524,0,0,0,NaN
PRV52525,0,0,0,NaN
PRV52526,2,0,0,2
PRV52527,0,0,0,NaN
PRV52528,1,0,0.23320612993186846,8
PRV52529,1,0,0,4
PRV52530,0,0,0,NaN
PRV52531,1,0,0,1.5
PRV52532,1,0,0,1
PRV52533,1,0,0,2
PRV52534,0,0,0,NaN
PRV52535,0,0,0,NaN
PRV52536,0,0,0,NaN
PRV52537,0,0,0,NaN
PRV52538,2,9,0.03254225611036519,3.5
PRV52539,1,0,0,1
PRV52540,0,0,0,NaN
PRV52541,0,0,0,NaN
PRV52542,0,0,0,NaN
PRV52543,2,12,0.18561593028438847,2.5
PRV52544,0,0,0,NaN
PRV52545,0,0,2.059816656037e-6,NaN
PRV52546,0,0,6.824142742234654e-4,NaN
PRV52547,0,0,2.3939918519600832e-5,NaN
PRV52548,0,0,1.075294014429988e-9,NaN
PRV52549,1,0,1.0123531563043647e-6,4
PRV52550,1,0,0.0019409984607882658,3
PRV52551,0,0,0,NaN
PRV52552,1,0,6.72506151317493e-7,1
PRV52553,0,0,1.075294014429988e-9,NaN
PRV52554,3,542,2.6715640265761445e-4,4.333333333333333
PRV52555,0,0,1.3732111040246667e-6,NaN
PRV52556,7,302.8,0.20000509131596678,2.875
PRV52557,1,0,0.0010695207875074354,8
PRV52558,1,0,1.0753929494811752e-9,1.5
PRV52559,0,0,1.075294014429988e-9,NaN
PRV52560,0,0,2.3939918519600832e-5,NaN
PRV52561,0,0,1.612941021644982e-9,NaN
PRV52562,4,22,0.02889164765727809,3.6
PRV52563,0,0,8.06470510822491e-10,NaN
PRV52564,0,0,1.0299083280185e-6,NaN
PRV52565,1,0,0.059839721486186034,22
PRV52566,1,0,4.963012903443385e-4,1
PRV52567,3,33,0.03557273156320493,14
PRV52568,5,10.55833333333334,1.787819465256032e-4,3.8461538461538463
PRV52569,1,0,1.392145869977966e-4,4
PRV52570,2,0,0.04269227139913706,1.625
PRV52571,0,0,0,NaN
PRV52572,0,0,0,NaN
PRV52573,0,0,1.0301106639945144e-6,NaN
PRV52574,4,85.66666666666667,2.1603001418048313e-5,1.75
PRV52575,7,525,0.47493851476513305,2.4545454545454546
PRV52576,1,0,0,3
PRV52577,0,0,2.3939918519600832e-5,NaN
PRV52578,0,0,0,NaN
PRV52579,0,0,0,NaN
PRV52580,0,0,1.0299083280185e-6,NaN
PRV52581,0,0,0,NaN
PRV52582,1,0,2.6978130135253194e-10,1
PRV52583,1,0,3.224610884755838e-4,1.25
PRV52584,2,4,2.444547229102797e-5,2.5
PRV52585,5,392.5,0.002104964435533901,3
PRV52586,0,0,4.7879837039201664e-5,NaN
PRV52587,0,0,1.612941021644982e-9,NaN
PRV52588,1,0,1.0388031749730373e-6,2
PRV52589,2,0.18181818181818182,4.963059500683042e-4,2.5
PRV52590,0,0,0,NaN
PRV52591,0,0,9.0988556407397e-4,NaN
PRV52592,1,0,1.1969959259800416e-5,3
PRV52593,0,0,1.1970765730311238e-5,NaN
PRV52594,1,0,1.5959945679733887e-5,1
PRV52595,0,0,1.612941021644982e-9,NaN
PRV52596,0,0,3.225882043289964e-9,NaN
PRV52597,3,228,0.004573189049186016,5.4
PRV52598,1,0,6.840092340443675e-6,1
PRV52599,0,0,0,NaN
PRV52600,2,0.5,0.002881190369951306,3.8333333333333335
PRV52601,2,1050,0.12650367192468656,9.333333333333334
PRV52602,0,0,6.824142742234654e-4,NaN
PRV52603,3,259.9500000000001,1.2274771102079864e-4,8.833333333333334
PRV52604,0,0,1.075294014429988e-9,NaN
PRV52605,1,0,1.2829962222764424e-6,4
PRV52606,5,616,0.07337453732240534,4.363636363636363
PRV52607,0,0,0,NaN
PRV52608,0,0,0,NaN
PRV52609,0,0,1.612941021644982e-9,NaN
PRV52610,2,0.7884615384615387,7.592587618754716e-4,5.666666666666667
PRV52611,2,66,1.680172390528917e-5,1.5
PRV52612,0,0,1.197016159577643e-5,NaN
PRV52613,0,0,0.0018183968417499008,NaN
PRV52614,0,0,0,NaN
PRV52615,2,0,1.3742863980390968e-6,2.5
PRV52616,1,0,6.452405014645267e-10,1
PRV52617,1,0,0,1
PRV52618,1,0,1.612941021644982e-9,1
PRV52619,2,65,1.330866982598403e-4,3.5
PRV52620,0,0,0,NaN
PRV52621,1,0,8.064180420206292e-10,1
PRV52622,1,0,1.6129426449170697e-9,1
PRV52623,15,186.3944444444446,1.1298597048036685e-4,3.4
PRV52624,0,0,1.612941021644982e-9,NaN
PRV52625,4,33,0,1.5
PRV52626,0,0,0,NaN
PRV52627,1,0,1.075294014429988e-9,1
PRV52628,0,0,6.725376578912599e-10,NaN
PRV52629,0,0,7.799020276839606e-4,NaN
PRV52630,1,0,1.0299083280185e-6,1
PRV52631,0,0,7.799019120634028e-4,NaN
PRV52632,0,0,6.872780896702247e-7,NaN
PRV52633,0,0,0,NaN
PRV52634,1,0,5.047723926902292e-5,7
PRV52635,3,0,0.13713394191028938,3.7142857142857144
PRV52636,0,0,8.239266624148001e-7,NaN
PRV52637,0,0,2.0233597601439894e-10,NaN
PRV52638,0,0,0,NaN
PRV52639,2,99.5,3.302218242764724e-4,4.166666666666667
PRV52640,0,0,9.091989585219576e-4,NaN
PRV52641,0,0,5.459314193787724e-4,NaN
PRV52642,0,0,1.075294014429988e-9,NaN
PRV52643,0,0,8.247337076042696e-7,NaN
PRV52644,0,0,6.451764086579928e-10,NaN
PRV52645,0,0,1.1969959259800416e-5,NaN
PRV52646,4,142.33333333333334,7.169721507117871e-5,2.5
