,Provider,PotentialFraud,AttendingPhysician,logattnd,BeneID,logpts,meanDiagCodes,DiagcodesRange,meanProcCodes,ProcCodesRange,MeanReimburse,ReimburseRange,ClaimCount,logClmCount,ClmsPerPhysician,ClmsPerPatnt,LogClmsPerPhysician,LogClmsPerPatnt
369,PRV51160,No,4,1.6094379124341003,87,4.477336814478207,7.955555555555556,9,0.7444444444444445,3,9622.222222222223,57000,90,4.51085950651685,22.5,1.0344827586206897,3.115464087965373,0.12607202352243674
370,PRV51957,No,4,1.6094379124341003,23,3.1780538303479458,8.041666666666666,7,0.7083333333333334,2,8291.666666666666,19000,24,3.2188758248682006,6.0,1.0434782608695652,1.8058328737474307,0.13367805722728382
371,PRV52590,Yes,1,0.6931471805599453,107,4.68213122712422,7.826086956521739,9,0.7130434782608696,4,10470.0,89000,115,4.7535901911063645,115.0,1.074766355140187,4.735859672934234,0.16098378297513033
372,PRV57285,No,1,0.6931471805599453,8,2.1972245773362196,8.125,6,0.75,2,10375.0,28000,8,2.1972245773362196,8.0,1.0,2.082037179995186,0.0941745903114069
373,PRV51640,No,2,1.0986122886681098,3,1.3862943611198906,8.0,2,0.0,0,5333.333333333333,5000,3,1.3862943611198906,1.5,1.0,0.46532853891674175,0.09228537411027177
374,PRV57567,No,3,1.3862943611198906,6,1.9459101490553132,7.857142857142857,5,0.5714285714285714,2,16000.0,54000,7,2.0794415416798357,2.3333333333333335,1.1666666666666667,0.8860712463131645,0.2348550690367873
375,PRV51238,No,1,0.6931471805599453,8,2.1972245773362196,8.875,2,0.625,3,16500.0,30000,8,2.1972245773362196,8.0,1.0,2.082037179995186,0.0941745903114069
376,PRV51183,No,3,1.3862943611198906,41,3.7376696182833684,7.926829268292683,7,0.5853658536585366,2,8214.634146341463,38000,41,3.7376696182833684,13.666666666666666,1.0,2.6189466339881315,0.09508847980785097
377,PRV55812,Yes,2,1.0986122886681098,16,2.833213344056216,8.352941176470589,7,0.5294117647058824,2,9470.588235294117,17000,17,2.8903717578961645,8.5,1.0625,2.1468327995932697,0.15000181570619053
378,PRV53790,Yes,7,2.0794415416798357,44,3.8066624897703196,7.7727272727272725,7,0.7045454545454546,3,11454.545454545454,57000,44,3.8066624897703196,6.285714285714286,1.0,1.8526581716874424,0.09510359384317216
379,PRV53776,Yes,7,2.0794415416798357,45,3.828641396489095,8.319148936170214,7,0.7872340425531915,3,11276.595744680852,71000,47,3.871201010907891,6.714285714285714,1.0444444444444445,1.9176146609886346,0.13471653765206074
380,PRV52320,Yes,1,0.6931471805599453,62,4.143134726391533,8.231884057971014,8,0.6376811594202898,2,11536.231884057972,57000,69,4.248495242049359,69.0,1.1129032258064515,4.22561887159577,0.19286886637793219
381,PRV56914,No,1,0.6931471805599453,6,1.9459101490553132,7.833333333333333,6,0.8333333333333334,1,11666.666666666666,30000,6,1.9459101490553132,6.0,1.0,1.7985023613165472,0.09379640415951762
382,PRV54284,No,1,0.6931471805599453,5,1.791759469228055,7.125,7,0.75,1,7250.0,14000,8,2.1972245773362196,8.0,1.6,2.082037179995186,0.5287478885384485
383,PRV54213,No,4,1.6094379124341003,19,2.995732273553991,8.285714285714286,5,0.7619047619047619,4,7619.047619047619,18000,21,3.091042453358316,5.25,1.105263157894737,1.674646408589526,0.1862154212287022
384,PRV55835,Yes,7,2.0794415416798357,7,2.0794415416798357,9.0,0,1.1428571428571428,2,9571.42857142857,21000,7,2.0794415416798357,1.0,1.0,0.09401248951061449,0.09401248951061449
385,PRV54990,No,4,1.6094379124341003,4,1.6094379124341003,9.0,0,0.5,2,10750.0,24000,4,1.6094379124341003,1.0,1.0,0.09304054651047666,0.09304054651047666
386,PRV55130,No,1,0.6931471805599453,3,1.3862943611198906,9.0,0,1.6666666666666667,1,9333.333333333334,12000,3,1.3862943611198906,3.0,1.0,1.1217743092651438,0.09228537411027177
387,PRV54367,Yes,2,1.0986122886681098,279,5.634789603169249,7.894409937888199,8,0.7608695652173914,4,9443.788819875776,57000,322,5.777652323222656,161.0,1.1541218637992832,5.077040852329395,0.2264026338560226
388,PRV52589,Yes,48,3.8918202981106265,71,4.276666119016055,7.987654320987654,9,0.8024691358024691,4,8935.802469135802,54000,81,4.406719247264253,1.6875,1.1408450704225352,0.5806213388948036,0.21566317142151045
389,PRV51355,No,1,0.6931471805599453,12,2.5649493574615367,7.333333333333333,7,0.7333333333333333,2,8940.0,25000,15,2.772588722239781,15.0,1.25,2.704810635940484,0.2993333326363891
390,PRV53959,Yes,41,3.7376696182833684,73,4.30406509320417,8.105263157894736,9,0.618421052631579,3,11400.0,66800,76,4.343805421853684,1.853658536585366,1.0410958904109588,0.6694723989869231,0.1318641358346664
391,PRV52821,Yes,1,0.6931471805599453,131,4.882801922586371,7.976878612716763,8,0.7225433526011561,3,9601.156069364162,57000,173,5.159055299214529,173.0,1.3206106870229009,5.143924908319819,0.35101588092332053
392,PRV56895,No,7,2.0794415416798357,13,2.6390573296152584,7.538461538461538,9,0.5384615384615384,2,11153.846153846154,33000,13,2.6390573296152584,1.8571428571428572,1.0,0.6701311218244729,0.09461117236638439
393,PRV56103,Yes,3,1.3862943611198906,55,4.02535169073515,8.088235294117647,9,0.8970588235294118,3,9955.882352941177,57000,68,4.23410650459726,22.666666666666668,1.2363636363636363,3.1219843289972107,0.289784024681048
394,PRV52378,No,2,1.0986122886681098,3,1.3862943611198906,8.666666666666666,1,0.6666666666666666,1,3666.6666666666665,7000,3,1.3862943611198906,1.5,1.0,0.46532853891674175,0.09228537411027177
395,PRV55933,No,25,3.258096538021482,39,3.6888794541139363,7.777777777777778,9,0.5111111111111111,2,8124.444444444444,34000,45,3.828641396489095,1.8,1.1538461538461537,0.6414750185610433,0.22597982265091554
396,PRV52831,No,1,0.6931471805599453,19,2.995732273553991,8.35,6,1.2,4,12300.0,53000,20,3.044522437723423,20.0,1.0526315789473684,2.9908192342180913,0.14156714138009208
397,PRV55536,No,4,1.6094379124341003,7,2.0794415416798357,8.0,9,0.5454545454545454,1,8900.0,32100,11,2.4849066497880004,2.75,1.5714285714285714,1.044909829533105,0.5123366071903223
398,PRV56428,Yes,5,1.791759469228055,8,2.1972245773362196,7.25,5,0.5,1,12375.0,28000,8,2.1972245773362196,1.6,1.0,0.5287478885384485,0.0941745903114069
399,PRV51600,No,3,1.3862943611198906,3,1.3862943611198906,9.666666666666666,1,1.0,3,3000.0,6000,3,1.3862943611198906,1.0,1.0,0.09228537411027177,0.09228537411027177
400,PRV53710,No,7,2.0794415416798357,50,3.9318256327243257,8.293103448275861,8,0.7758620689655172,4,9206.896551724138,47000,58,4.07753744390572,8.285714285714286,1.16,2.1251190614175726,0.23092761385061844
401,PRV55783,No,3,1.3862943611198906,4,1.6094379124341003,7.25,5,0.5,1,10250.0,10000,4,1.6094379124341003,1.3333333333333333,1.0,0.356907475040815,0.09304054651047666
402,PRV55742,No,4,1.6094379124341003,6,1.9459101490553132,8.0,3,1.0,2,9166.666666666666,19000,6,1.9459101490553132,1.5,1.0,0.46766298684138863,0.09379640415951762
403,PRV54543,Yes,1,0.6931471805599453,2,1.0986122886681098,9.0,0,1.6666666666666667,1,13000.0,8000,3,1.3862943611198906,3.0,1.5,1.1217743092651438,0.46532853891674175
404,PRV51507,Yes,5,1.791759469228055,6,1.9459101490553132,8.166666666666666,5,0.8333333333333334,2,7166.666666666667,15000,6,1.9459101490553132,1.2,1.0,0.26052009612555843,0.09379640415951762
405,PRV52902,No,3,1.3862943611198906,20,3.044522437723423,7.190476190476191,7,0.6666666666666666,2,6095.238095238095,12000,21,3.091042453358316,7.0,1.05,1.956813941209363,0.139305544649225
406,PRV54359,Yes,13,2.6390573296152584,36,3.6109179126442243,8.477272727272727,8,0.8409090909090909,3,11000.0,90000,44,3.8066624897703196,3.3846153846153846,1.2222222222222223,1.2476108147761116,0.27905709175927845
407,PRV52076,No,36,3.6109179126442243,55,4.02535169073515,7.446428571428571,8,0.8571428571428571,4,9142.857142857143,46000,56,4.04305126783455,1.5555555555555556,1.018181818181818,0.5038756747932523,0.11153844795551222
408,PRV53448,No,9,2.302585092994046,10,2.3978952727983707,8.2,7,0.5,2,7620.0,18800,10,2.3978952727983707,1.1111111111111112,1.0,0.19051945652597496,0.09440158443016944
409,PRV55433,Yes,25,3.258096538021482,30,3.4339872044851463,8.25,6,0.6875,2,10393.75,56400,32,3.4965075614664802,1.28,1.0666666666666667,0.32171256423496103,0.15384597305755382
410,PRV52991,No,8,2.1972245773362196,8,2.1972245773362196,7.75,5,0.625,2,10875.0,30000,8,2.1972245773362196,1.0,1.0,0.0941745903114069,0.0941745903114069
411,PRV53063,No,1,0.6931471805599453,2,1.0986122886681098,5.5,7,0.5,1,3500.0,1000,2,1.0986122886681098,2.0,1.0,0.7324630910096953,0.09077708047334043
412,PRV55516,No,13,2.6390573296152584,22,3.1354942159291497,8.181818181818182,5,0.5909090909090909,2,9227.272727272728,24000,22,3.1354942159291497,1.6923076923076923,1.0,0.5827779855812061,0.09489705908457668
413,PRV56870,No,3,1.3862943611198906,13,2.6390573296152584,8.307692307692308,5,0.9230769230769231,3,9153.846153846154,13000,13,2.6390573296152584,4.333333333333333,1.0,1.4858991416103748,0.09461117236638439
414,PRV57715,No,1,0.6931471805599453,39,3.6888794541139363,8.428571428571429,7,1.0476190476190477,4,11245.238095238095,57000,42,3.7612001156935624,42.0,1.0769230769230769,3.7301211625221917,0.16266887980298703
415,PRV51586,Yes,5,1.791759469228055,6,1.9459101490553132,8.833333333333334,2,1.1666666666666667,3,12000.0,30000,6,1.9459101490553132,1.2,1.0,0.26052009612555843,0.09379640415951762
416,PRV51542,Yes,5,1.791759469228055,78,4.3694478524670215,8.344086021505376,7,0.7311827956989247,3,10220.430107526881,74000,93,4.543294782270004,18.6,1.1923076923076923,2.9265362163278406,0.25631125262275795
417,PRV57568,No,8,2.1972245773362196,18,2.9444389791664403,8.055555555555555,7,0.7222222222222222,2,6216.666666666667,15100,18,2.9444389791664403,2.25,1.0,0.8532192988303804,0.09480528228779266
418,PRV53136,Yes,7,2.0794415416798357,7,2.0794415416798357,8.857142857142858,4,0.7142857142857143,3,20857.14285714286,53000,7,2.0794415416798357,1.0,1.0,0.09401248951061449,0.09401248951061449
419,PRV55022,Yes,3,1.3862943611198906,67,4.219507705176107,8.052631578947368,8,0.5921052631578947,2,9276.315789473685,57000,76,4.343805421853684,25.333333333333332,1.1343283582089552,3.232745965603637,0.210389831869888
420,PRV56438,Yes,17,2.8903717578961645,60,4.110873864173311,8.125,9,0.796875,3,12484.375,55000,64,4.174387269895637,3.764705882352941,1.0666666666666667,1.351312739667113,0.15399831266018346
421,PRV55604,No,1,0.6931471805599453,17,2.8903717578961645,7.588235294117647,7,0.6470588235294118,2,7647.058823529412,18000,17,2.8903717578961645,17.0,1.0,2.8291866104777488,0.09477559195881244
422,PRV52126,No,28,3.367295829986474,37,3.6375861597263857,8.41025641025641,5,0.9230769230769231,3,9461.538461538461,20000,39,3.6888794541139363,1.3928571428571428,1.054054054054054,0.4003586734175085,0.1430341927660361
423,PRV57102,No,2,1.0986122886681098,4,1.6094379124341003,7.5,3,1.25,1,15500.0,42000,4,1.6094379124341003,2.0,1.0,0.7371878701162607,0.09304054651047666
424,PRV55948,No,4,1.6094379124341003,4,1.6094379124341003,8.5,2,0.75,3,18250.0,47000,4,1.6094379124341003,1.0,1.0,0.09304054651047666,0.09304054651047666
425,PRV52135,Yes,1,0.6931471805599453,189,5.247024072160486,8.223809523809523,8,0.5666666666666667,3,8649.047619047618,57000,210,5.351858133476067,210.0,1.1111111111111112,5.337638036624727,0.19148967195607847
426,PRV57227,No,19,2.995732273553991,19,2.995732273553991,7.904761904761905,7,0.8095238095238095,2,8857.142857142857,34000,21,3.091042453358316,1.105263157894737,1.105263157894737,0.1862154212287022,0.1862154212287022
427,PRV52880,No,1,0.6931471805599453,3,1.3862943611198906,8.333333333333334,3,0.3333333333333333,1,6000.0,8000,3,1.3862943611198906,3.0,1.0,1.1217743092651438,0.09228537411027177
428,PRV56730,Yes,20,3.044522437723423,21,3.091042453358316,7.695652173913044,9,1.0869565217391304,4,12856.521739130434,37000,23,3.1780538303479458,1.15,1.0952380952380953,0.22268367547258006,0.17790917112466223
429,PRV54200,No,3,1.3862943611198906,13,2.6390573296152584,8.153846153846153,5,0.6153846153846154,2,13314.615384615385,42910,13,2.6390573296152584,4.333333333333333,1.0,1.4858991416103748,0.09461117236638439
430,PRV56243,No,36,3.6109179126442243,68,4.23410650459726,7.897435897435898,9,0.782051282051282,3,8924.358974358975,50000,78,4.3694478524670215,2.1666666666666665,1.1470588235294117,0.8180448391361477,0.2206525819936099
431,PRV56007,Yes,13,2.6390573296152584,55,4.02535169073515,8.347826086956522,8,0.8405797101449275,2,12084.057971014492,73000,69,4.248495242049359,5.3076923076923075,1.2545454545454546,1.6870677309421012,0.3032975612268539
432,PRV55971,Yes,6,1.9459101490553132,88,4.48863636973214,8.089108910891088,8,0.6534653465346535,4,10510.89108910891,57000,101,4.624972813284271,16.833333333333332,1.1477272727272727,2.827628629068513,0.2212191921163611
433,PRV52074,No,9,2.302585092994046,11,2.4849066497880004,7.818181818181818,6,0.8181818181818182,2,12363.636363636364,30000,11,2.4849066497880004,1.2222222222222223,1.0,0.2782873585800564,0.09448414308132681
434,PRV52321,Yes,14,2.70805020110221,28,3.367295829986474,8.090909090909092,7,1.0,4,11121.212121212122,46000,33,3.5263605246161616,2.357142857142857,1.1785714285714286,0.8983142733753614,0.2454142367054134
435,PRV57372,No,1,0.6931471805599453,12,2.5649493574615367,8.533333333333333,4,0.6666666666666666,3,7933.333333333333,21000,15,2.772588722239781,15.0,1.25,2.704810635940484,0.2993333326363891
436,PRV55135,No,3,1.3862943611198906,3,1.3862943611198906,7.666666666666667,4,0.6666666666666666,1,8333.333333333334,17000,3,1.3862943611198906,1.0,1.0,0.09228537411027177,0.09228537411027177
437,PRV53762,Yes,2,1.0986122886681098,59,4.0943445622221,8.238095238095237,9,0.7380952380952381,3,10892.857142857143,112000,84,4.442651256490317,42.0,1.423728813559322,3.7350720755913325,0.4210021438171548
438,PRV53932,No,66,4.204692619390966,80,4.394449154672439,8.048780487804878,8,0.6707317073170732,2,10487.80487804878,57000,82,4.418840607796598,1.2424242424242424,1.025,0.2943368985283773,0.11766915451761563
439,PRV53671,Yes,1,0.6931471805599453,24,3.2188758248682006,7.612903225806452,8,0.8387096774193549,2,7990.322580645161,24300,31,3.4657359027997265,31.0,1.2916666666666667,3.4272896421559165,0.33011542942105687
440,PRV55172,Yes,7,2.0794415416798357,48,3.8918202981106265,8.018181818181818,7,0.6727272727272727,3,11109.09090909091,125000,55,4.02535169073515,7.857142857142857,1.1458333333333333,2.072660399046945,0.219613060681946
441,PRV56129,No,1,0.6931471805599453,21,3.091042453358316,7.869565217391305,9,0.7391304347826086,2,11130.434782608696,43000,23,3.1780538303479458,23.0,1.0952380952380953,3.129925575780883,0.17790917112466223
442,PRV54391,Yes,20,3.044522437723423,19,2.995732273553991,8.238095238095237,6,0.5238095238095238,2,7523.809523809524,30000,21,3.091042453358316,1.05,1.105263157894737,0.139305544649225,0.1862154212287022
443,PRV54848,No,1,0.6931471805599453,22,3.1354942159291497,7.625,7,0.875,2,9958.333333333334,55000,24,3.2188758248682006,24.0,1.0909090909090908,3.172303002558532,0.17430068243923488
444,PRV53970,No,1,0.6931471805599453,3,1.3862943611198906,9.0,0,0.6666666666666666,1,21666.666666666668,22000,3,1.3862943611198906,3.0,1.0,1.1217743092651438,0.09228537411027177
445,PRV52281,No,2,1.0986122886681098,41,3.7376696182833684,7.585365853658536,7,0.8292682926829268,5,9951.219512195123,44000,41,3.7376696182833684,20.5,1.0,3.0203278058346004,0.09508847980785097
446,PRV51940,Yes,2,1.0986122886681098,170,5.14166355650266,8.082901554404145,9,0.7357512953367875,4,10176.165803108808,71000,193,5.267858159063328,96.5,1.1352941176470588,4.565596375677475,0.21125503376125537
447,PRV54918,Yes,1,0.6931471805599453,61,4.127134385045092,7.845070422535211,7,0.704225352112676,4,11732.394366197183,83000,71,4.276666119016055,71.0,1.1639344262295082,4.254151070554729,0.23407846549002312
448,PRV52881,No,3,1.3862943611198906,20,3.044522437723423,7.85,6,0.75,2,7125.0,30500,20,3.044522437723423,6.666666666666667,1.0,1.908730067157414,0.09485575827510169
449,PRV52868,Yes,2,1.0986122886681098,33,3.5263605246161616,7.738095238095238,9,0.6666666666666666,2,9833.333333333334,35000,42,3.7612001156935624,21.0,1.2727272727272727,3.0443091953726844,0.316518561435424
450,PRV57096,Yes,1,0.6931471805599453,11,2.4849066497880004,7.2727272727272725,8,1.0,4,14545.454545454546,55000,11,2.4849066497880004,11.0,1.0,2.397084863497342,0.09448414308132681
451,PRV55531,Yes,4,1.6094379124341003,97,4.584967478670572,7.962962962962963,9,0.7314814814814815,3,8185.185185185185,40000,108,4.6913478822291435,27.0,1.1134020618556701,3.297046072736768,0.193333444433667
452,PRV54971,No,2,1.0986122886681098,43,3.784189633918261,7.961538461538462,8,0.75,3,8692.307692307691,47000,52,3.970291913552122,26.0,1.2093023255813953,3.256966929722237,0.2692796501816004
453,PRV53873,No,5,1.791759469228055,13,2.6390573296152584,7.928571428571429,7,0.42857142857142855,1,6928.571428571428,17000,14,2.70805020110221,2.8,1.0769230769230769,1.0627816974689848,0.16219989321526262
454,PRV52020,Yes,50,3.9318256327243257,89,4.499809670330265,7.793478260869565,9,0.8260869565217391,3,11166.304347826086,57000,92,4.532599493153256,1.84,1.0337078651685394,0.6624983022977808,0.1253911151423865
455,PRV56478,No,3,1.3862943611198906,54,4.007333185232471,8.35820895522388,9,0.6716417910447762,2,9156.716417910447,56900,67,4.219507705176107,22.333333333333332,1.2407407407407407,3.1072350166205167,0.2930508968461802
456,PRV52307,Yes,41,3.7376696182833684,52,3.970291913552122,8.18867924528302,6,0.6226415094339622,3,14528.301886792453,63000,53,3.9889840465642745,1.2926829268292683,1.0192307692307692,0.3310056902394947,0.11246652893538427
457,PRV54111,Yes,13,2.6390573296152584,43,3.784189633918261,7.981481481481482,9,0.6481481481481481,3,10148.148148148148,57000,54,4.007333185232471,4.153846153846154,1.255813953488372,1.4470726990230165,0.30418659907235873
458,PRV57023,No,1,0.6931471805599453,15,2.772588722239781,8.6,3,0.8,2,11533.333333333334,28000,15,2.772588722239781,15.0,1.0,2.704810635940484,0.09470433948529736
459,PRV56606,No,1,0.6931471805599453,9,2.302585092994046,8.555555555555555,1,0.3333333333333333,1,9000.0,15000,9,2.302585092994046,9.0,1.0,2.1984339667420505,0.09430069052013113
460,PRV52998,No,11,2.4849066497880004,13,2.6390573296152584,8.133333333333333,4,0.6666666666666666,3,9820.0,45700,15,2.772588722239781,1.3636363636363635,1.1538461538461537,0.3800774311282131,0.22550816309973887
461,PRV53802,No,6,1.9459101490553132,42,3.7612001156935624,8.456521739130435,8,0.782608695652174,2,9739.130434782608,35000,46,3.8501476017100584,7.666666666666667,1.0952380952380953,2.0481972515817057,0.17812726163671114
462,PRV53245,Yes,1,0.6931471805599453,13,2.6390573296152584,8.0,5,0.5625,2,11000.0,39000,16,2.833213344056216,16.0,1.2307692307692308,2.768931051009633,0.2850460107769714
463,PRV53894,Yes,4,1.6094379124341003,14,2.70805020110221,7.866666666666666,8,0.6,2,14333.333333333334,54000,15,2.772588722239781,3.75,1.0714285714285714,1.3456412010578507,0.15757094823205642
464,PRV53910,No,24,3.2188758248682006,27,3.332204510175204,7.62962962962963,8,0.8518518518518519,3,9407.407407407407,47000,27,3.332204510175204,1.125,1.0,0.20255827713846675,0.09497354747097683
465,PRV56260,No,6,1.9459101490553132,49,3.912023005428146,8.4,8,0.7818181818181819,3,10000.0,55000,55,4.02535169073515,9.166666666666666,1.1224489795918366,2.2247764381591923,0.20066884055141415
466,PRV51556,No,7,2.0794415416798357,10,2.3978952727983707,8.6,3,0.8,2,11800.0,30000,10,2.3978952727983707,1.4285714285714286,1.0,0.4229994939983655,0.09440158443016944
467,PRV54065,Yes,4,1.6094379124341003,20,3.044522437723423,8.458333333333334,8,0.8333333333333334,3,9916.666666666666,21000,24,3.2188758248682006,6.0,1.2,1.8058328737474307,0.26190285022467547
468,PRV55916,No,3,1.3862943611198906,95,4.564348191467836,8.217391304347826,7,0.6869565217391305,3,11378.260869565218,57000,115,4.7535901911063645,38.333333333333336,1.2105263157894737,3.645606021503505,0.27033159878236096
469,PRV54977,No,5,1.791759469228055,5,1.791759469228055,6.8,8,0.6,1,15600.0,21000,5,1.791759469228055,1.0,1.0,0.09349397879654764,0.09349397879654764
470,PRV54718,Yes,2,1.0986122886681098,24,3.2188758248682006,8.137931034482758,6,0.7241379310344828,3,10413.793103448275,56000,29,3.4011973816621555,14.5,1.2083333333333333,2.676068233192194,0.2683693293076946
471,PRV54093,Yes,32,3.4965075614664802,40,3.713572066704308,8.292682926829269,9,0.7073170731707317,3,12236.585365853658,57000,41,3.7376696182833684,1.28125,1.025,0.3226990592803413,0.1175552888764885
472,PRV52176,No,4,1.6094379124341003,21,3.091042453358316,8.285714285714286,7,1.0476190476190477,3,14857.142857142857,42000,21,3.091042453358316,5.25,1.0,1.674646408589526,0.09487739177714193
473,PRV51421,Yes,3,1.3862943611198906,80,4.394449154672439,7.857142857142857,8,0.7857142857142857,4,10285.714285714286,55000,84,4.442651256490317,28.0,1.05,3.332453648572872,0.13964781969315188
474,PRV54074,Yes,19,2.995732273553991,23,3.1780538303479458,7.695652173913044,9,0.9130434782608695,4,13869.565217391304,55000,23,3.1780538303479458,1.2105263157894737,1.0,0.2699428068064775,0.09491501659677999
475,PRV57530,No,43,3.784189633918261,51,3.9512437185814275,7.903846153846154,9,0.5384615384615384,3,7501.923076923077,31000,52,3.970291913552122,1.2093023255813953,1.0196078431372548,0.2692796501816004,0.11279993770862753
476,PRV52574,Yes,10,2.3978952727983707,117,4.770684624465665,8.061643835616438,9,0.7465753424657534,3,10266.438356164384,86000,146,4.990432586778736,14.6,1.2478632478632479,2.6868547961495572,0.29844143387211114
477,PRV51025,No,2,1.0986122886681098,12,2.5649493574615367,7.769230769230769,6,0.9230769230769231,2,6615.384615384615,15000,13,2.6390573296152584,6.5,1.0833333333333333,1.882157862227638,0.16757274857098384
478,PRV52115,Yes,12,2.5649493574615367,19,2.995732273553991,7.9,7,1.15,3,11500.0,38000,20,3.044522437723423,1.6666666666666667,1.0526315789473684,0.5683087142849349,0.14156714138009208
479,PRV56519,No,1,0.6931471805599453,7,2.0794415416798357,8.571428571428571,5,0.5714285714285714,1,9857.142857142857,15000,7,2.0794415416798357,7.0,1.0,1.9502852883467885,0.09401248951061449
480,PRV51120,No,1,0.6931471805599453,7,2.0794415416798357,9.142857142857142,2,0.7142857142857143,2,7428.571428571428,12000,7,2.0794415416798357,7.0,1.0,1.9502852883467885,0.09401248951061449
481,PRV57352,No,1,0.6931471805599453,3,1.3862943611198906,8.666666666666666,1,1.0,0,5000.0,7000,3,1.3862943611198906,3.0,1.0,1.1217743092651438,0.09228537411027177
482,PRV53770,No,8,2.1972245773362196,68,4.23410650459726,8.285714285714286,8,0.7272727272727273,3,10487.012987012988,47000,77,4.356708826689592,9.625,1.1323529411764706,2.27346352349191,0.20879018740351454
483,PRV54460,No,5,1.791759469228055,5,1.791759469228055,8.4,2,0.6,2,9400.0,13000,5,1.791759469228055,1.0,1.0,0.09349397879654764,0.09349397879654764
484,PRV52828,Yes,3,1.3862943611198906,20,3.044522437723423,7.695652173913044,7,0.5217391304347826,3,9217.391304347826,38000,23,3.1780538303479458,7.666666666666667,1.15,2.0465561993448356,0.22268367547258006
485,PRV57612,No,1,0.6931471805599453,3,1.3862943611198906,7.666666666666667,4,0.0,0,10333.333333333334,6000,3,1.3862943611198906,3.0,1.0,1.1217743092651438,0.09228537411027177
486,PRV55156,No,1,0.6931471805599453,1,0.6931471805599453,9.0,0,1.0,0,6000.0,0,1,0.6931471805599453,1.0,1.0,0.08626852688737491,0.08626852688737491
487,PRV56012,Yes,11,2.4849066497880004,26,3.295836866004329,8.379310344827585,6,0.6206896551724138,2,11068.965517241379,55000,29,3.4011973816621555,2.6363636363636362,1.1153846153846154,1.0057544430597456,0.19470768620121612
488,PRV53675,No,2,1.0986122886681098,72,4.290459441148391,7.921052631578948,9,0.7105263157894737,3,8956.578947368422,56300,76,4.343805421853684,38.0,1.0555555555555556,3.635239863895086,0.1444543687249264
489,PRV53792,Yes,3,1.3862943611198906,32,3.4965075614664802,8.0,9,0.5454545454545454,3,7909.090909090909,34000,33,3.5263605246161616,11.0,1.03125,2.4036473478047515,0.12303838877780192
490,PRV54879,Yes,1,0.6931471805599453,49,3.912023005428146,8.233333333333333,6,0.7666666666666667,3,9838.333333333334,55000,60,4.110873864173311,60.0,1.2244897959183674,4.0860761494846765,0.28083867299037446
491,PRV54942,Yes,16,2.833213344056216,18,2.9444389791664403,8.4,6,0.5,2,16900.0,122000,20,3.044522437723423,1.25,1.1111111111111112,0.29952608290615185,0.1910286811147438
492,PRV53697,No,8,2.1972245773362196,62,4.143134726391533,7.957746478873239,9,0.704225352112676,2,12225.352112676057,72000,71,4.276666119016055,8.875,1.1451612903225807,2.1932076424535243,0.21911674795292552
493,PRV57127,No,7,2.0794415416798357,8,2.1972245773362196,7.25,5,0.75,3,9625.0,18000,8,2.1972245773362196,1.1428571428571428,1.0,0.21610026053738876,0.0941745903114069
494,PRV51432,No,6,1.9459101490553132,7,2.0794415416798357,6.571428571428571,8,1.1428571428571428,3,8000.0,22000,7,2.0794415416798357,1.1666666666666667,1.0,0.2348550690367873,0.09401248951061449
495,PRV56742,No,2,1.0986122886681098,9,2.302585092994046,7.777777777777778,6,0.8888888888888888,2,12888.888888888889,38000,9,2.302585092994046,4.5,1.0,1.5211774517292398,0.09430069052013113
496,PRV51863,No,13,2.6390573296152584,17,2.8903717578961645,8.368421052631579,6,0.9473684210526315,3,14105.263157894737,33000,19,2.995732273553991,1.4615384615384615,1.1176470588235294,0.4449518533937843,0.19638060187544612
497,PRV55557,No,4,1.6094379124341003,4,1.6094379124341003,9.0,0,0.25,1,10250.0,17000,4,1.6094379124341003,1.0,1.0,0.09304054651047666,0.09304054651047666
498,PRV55161,No,2,1.0986122886681098,2,1.0986122886681098,9.0,0,0.5,1,14000.0,20000,2,1.0986122886681098,1.0,1.0,0.09077708047334043,0.09077708047334043
499,PRV54999,No,3,1.3862943611198906,3,1.3862943611198906,8.333333333333334,2,0.6666666666666666,1,13333.333333333334,4000,3,1.3862943611198906,1.0,1.0,0.09228537411027177,0.09228537411027177
500,PRV52887,Yes,1,0.6931471805599453,20,3.044522437723423,8.217391304347826,8,0.9565217391304348,4,11261.304347826086,39000,23,3.1780538303479458,23.0,1.15,3.129925575780883,0.22268367547258006
501,PRV56555,No,11,2.4849066497880004,57,4.060443010546419,8.033898305084746,9,0.559322033898305,2,8322.033898305084,38000,59,4.0943445622221,5.363636363636363,1.0350877192982457,1.697222529603256,0.12654996629446338
502,PRV52970,No,1,0.6931471805599453,1,0.6931471805599453,9.0,0,0.0,0,4000.0,0,1,0.6931471805599453,1.0,1.0,0.08626852688737491,0.08626852688737491
503,PRV51444,No,4,1.6094379124341003,4,1.6094379124341003,8.25,3,1.0,3,16000.0,31000,4,1.6094379124341003,1.0,1.0,0.09304054651047666,0.09304054651047666
504,PRV54561,No,11,2.4849066497880004,23,3.1780538303479458,7.92,9,0.48,2,8652.0,51000,25,3.258096538021482,2.272727272727273,1.0869565217391304,0.8631696770363352,0.17099442750940627
505,PRV52003,No,2,1.0986122886681098,68,4.23410650459726,7.922077922077922,9,0.7272727272727273,2,10103.896103896104,57000,77,4.356708826689592,38.5,1.1323529411764706,3.648277688243728,0.20879018740351454
