,Provider,PotentialFraud,AttendingPhysician,logattnd,BeneID,logpts,meanDiagCodes,DiagcodesRange,meanProcCodes,ProcCodesRange,MeanReimburse,ReimburseRange,ClaimCount,LogClmsPerPhysician,LogClmsPerPatnt
533,PRV52002,Yes,91,4.5217885770490405,156,5.056245805348308,2.6707317073170733,8,0.0,0,269.8780487804878,3300,164,0.6429058485837225,0.1408176160221709
534,PRV55169,No,193,5.267858159063328,514,6.244166900663736,2.64576802507837,9,0.0,0,319.68652037617557,14060,638,1.2254000556095799,0.2935803840995792
535,PRV56237,No,22,3.1354942159291497,131,4.882801922586371,2.5707070707070705,10,0.0,0,176.91919191919192,1600,198,2.20782496633527,0.4770630357689016
536,PRV52145,No,50,3.9318256327243257,236,5.4680601411351315,2.636734693877551,10,0.0,0,248.6122448979592,3300,245,1.609241932423434,0.12935283008113665
537,PRV53618,No,75,4.330733340286331,192,5.262690188904886,2.78125,9,0.0,0,248.48214285714286,3300,224,1.1269627551898418,0.23634080792083864
538,PRV52284,No,1,0.6931471805599453,32,3.4965075614664802,2.8974358974358974,9,0.0,0,136.4102564102564,500,39,3.656197711258676,0.2763955634618971
539,PRV52236,No,3,1.3862943611198906,13,2.6390573296152584,3.5,7,0.0,0,412.85714285714283,1790,14,1.558389386130014,0.16219989321526262
540,PRV52014,No,113,4.736198448394496,299,5.703782474656201,2.5868945868945867,10,0.0,0,267.4928774928775,3300,351,1.1649990476686904,0.24206248119462478
541,PRV56348,No,28,3.367295829986474,36,3.6109179126442243,2.8275862068965516,9,0.0,0,193.10344827586206,2010,58,0.7750446469332688,0.5368814265131578
542,PRV56345,No,10,2.3978952727983707,243,5.497168225293202,2.5996503496503496,10,0.0017482517482517483,1,235.15734265734267,3300,572,4.047302868586786,0.8976429783786796
543,PRV56613,No,12,2.5649493574615367,128,4.859812404361672,2.651315789473684,10,0.003289473684210526,1,267.73026315789474,3300,304,3.235230939853016,0.9061654306329272
544,PRV56791,No,6,1.9459101490553132,162,5.093750200806762,2.6180257510729614,10,0.004291845493562232,1,287.6824034334764,3300,233,3.6601897832197112,0.4306017380240114
545,PRV56590,No,22,3.1354942159291497,31,3.4657359027997265,2.8484848484848486,9,0.0,0,315.45454545454544,3300,33,0.4695775957530596,0.15201083267384174
546,PRV56809,No,12,2.5649493574615367,37,3.6375861597263857,2.775,8,0.0,0,356.75,3290,40,1.2327228918136923,0.1661828387368559
547,PRV57333,No,9,2.302585092994046,723,6.584791392385716,2.597609561752988,10,0.0,0,289.8605577689243,3300,1004,4.714309236558064,0.3978623880570472
548,PRV53769,Yes,154,5.043425116919247,229,5.438079308923196,2.4285714285714284,10,0.004081632653061225,1,246.0408163265306,3300,245,0.5252052152024421,0.1568518385566064
549,PRV51499,No,3,1.3862943611198906,339,5.8289456176102075,2.7563559322033897,9,0.0,0,260.2542372881356,3300,472,5.055676415437373,0.40031139250071807
550,PRV57448,No,23,3.1780538303479458,113,4.736198448394496,2.8829268292682926,9,0.0,0,253.26829268292684,3300,205,2.1982429393095004,0.6491946457847734
551,PRV51447,Yes,62,4.143134726391533,65,4.189654742026425,2.5616438356164384,9,0.0,0,320.4109589041096,3300,73,0.24469326264150937,0.20122849598115086
552,PRV52193,No,1,0.6931471805599453,125,4.836281906951478,2.7777777777777777,10,0.0,0,187.05882352941177,2200,153,5.02114750346778,0.2805835029924638
553,PRV53312,No,9,2.302585092994046,46,3.8501476017100584,2.6875,9,0.0,0,387.34375,3300,64,1.974527960291584,0.3994483477176904
554,PRV53289,No,39,3.6888794541139363,66,4.204692619390966,2.219047619047619,9,0.0,0,269.14285714285717,3300,105,1.0266211891146442,0.5251237647798621
555,PRV53300,No,71,4.276666119016055,255,5.545177444479562,2.635593220338983,9,0.0,0,356.38418079096044,7060,354,1.6263369854015541,0.39755447180254055
556,PRV51984,No,34,3.5553480614894135,337,5.823045895483019,2.6952380952380954,10,0.0,0,306.247619047619,3300,525,2.7432008661329528,0.5055018428302269
557,PRV55913,Yes,12,2.5649493574615367,587,6.376726947898627,2.6692975532754537,10,0.0,0,294.6093133385951,5400,1267,4.659615003692889,0.8146547996648756
558,PRV56501,Yes,14,2.70805020110221,126,4.844187086458591,2.6769911504424777,10,0.0,0,359.24778761061947,3300,226,2.78694361849523,0.6384314318882678
559,PRV56783,No,1,0.6931471805599453,69,4.248495242049359,2.3176470588235296,8,0.0,0,299.1764705882353,3100,85,4.433888455538435,0.2864604890627473
560,PRV56945,No,2,1.0986122886681098,41,3.7376696182833684,3.0526315789473686,9,0.0,0,375.43859649122805,3300,57,3.348436658679433,0.39871229325176155
561,PRV56782,No,18,2.9444389791664403,109,4.700480365792417,2.6875,9,0.0,0,312.53472222222223,9030,288,2.7782673213483884,1.0086727937445639
562,PRV55705,No,1,0.6931471805599453,115,4.7535901911063645,2.2015810276679844,9,0.0,0,252.64822134387353,3300,253,5.523838287697612,0.8328259509050536
563,PRV52400,No,7,2.0794415416798357,120,4.795790545596741,2.6493506493506493,9,0.0,0,280.12987012987014,3300,231,3.4981100463082844,0.7054904859150685
564,PRV55737,No,28,3.367295829986474,160,5.081404364984463,2.4327731092436973,9,0.0,0,355.33613445378154,3300,238,2.151409276977946,0.4621018907378774
565,PRV52889,No,34,3.5553480614894135,346,5.849324779946859,2.7060755336617404,10,0.0016420361247947454,1,293.1034482758621,9010,609,2.890732697682752,0.6206112925029393
566,PRV52079,No,17,2.8903717578961645,24,3.2188758248682006,3.3846153846153846,9,0.0,0,253.84615384615384,2890,26,0.4876671072169264,0.167953945581702
567,PRV54089,No,16,2.833213344056216,34,3.5553480614894135,3.588235294117647,8,0.0,0,447.94117647058823,3300,34,0.7991602003424885,0.09504284301184367
568,PRV56245,No,7,2.0794415416798357,44,3.8066624897703196,2.3947368421052633,9,0.0,0,180.52631578947367,1700,76,2.392577045051368,0.602609733095517
569,PRV56239,No,6,1.9459101490553132,55,4.02535169073515,2.48,8,0.0,0,438.64,3300,125,3.039685467238727,0.8638659026812712
570,PRV57385,No,2,1.0986122886681098,41,3.7376696182833684,2.533333333333333,6,0.0,0,243.66666666666666,3300,90,3.8039057914106404,0.8305527341234611
571,PRV55168,No,15,2.772588722239781,82,4.418840607796598,2.8358208955223883,9,0.0,0,387.76119402985074,3300,134,2.2002623747209533,0.5504003586448983
572,PRV54772,Yes,30,3.4339872044851463,1009,6.917705609835305,2.6490528414755734,10,0.0004985044865403788,1,314.81555333998006,3400,2006,4.203862203122614,0.7362484953566739
573,PRV54778,Yes,8,2.1972245773362196,827,6.71901315438526,2.705223880597015,10,0.0,0,288.65671641791045,5400,1608,5.302553698959284,0.7150817279647211
574,PRV51153,No,47,3.871201010907891,79,4.382026634673881,2.5180722891566263,8,0.0,0,246.86746987951807,3300,83,0.6235729567856421,0.14019657548838965
575,PRV52709,No,2,1.0986122886681098,4,1.6094379124341003,2.1538461538461537,7,0.0,0,170.76923076923077,1090,13,1.882157862227638,1.2065380897196136
576,PRV52657,No,3,1.3862943611198906,61,4.127134385045092,2.4545454545454546,9,0.0,0,241.73553719008265,3100,121,3.696334981178322,0.7339442608213099
577,PRV56291,No,2,1.0986122886681098,26,3.295836866004329,1.9166666666666667,6,0.0,0,365.27777777777777,3300,36,2.890952020688589,0.3947971034104026
578,PRV56280,No,6,1.9459101490553132,32,3.4965075614664802,2.41025641025641,7,0.0,0,216.66666666666666,2300,39,1.8854296219197315,0.2763955634618971
579,PRV56249,Yes,22,3.1354942159291497,630,6.447305862541213,2.5939278937381403,10,0.0,0,282.8368121442125,3300,1054,3.8709368915243947,0.5726670020484713
580,PRV56219,No,2,1.0986122886681098,97,4.584967478670572,2.5347985347985347,9,0.0,0,259.96336996337,3100,273,4.91207306594106,1.0695757360388085
581,PRV55752,No,44,3.8066624897703196,347,5.8522024797744745,2.5950266429840143,10,0.0,0,278.3658969804618,3300,563,2.5566494039752947,0.5437370309335297
582,PRV52518,No,20,3.044522437723423,49,3.912023005428146,2.62,9,0.0,0,306.8,3300,50,0.9550308005701073,0.11350720436438673
583,PRV57336,No,81,4.406719247264253,117,4.770684624465665,2.696296296296296,8,0.0,0,209.03703703703704,2900,135,0.5689780708157842,0.22613710052741992
584,PRV55281,No,1,0.6931471805599453,95,4.564348191467836,2.5210526315789474,9,0.0,0,285.94736842105266,3300,190,5.237605179016648,0.7418370996300256
585,PRV57404,No,21,3.091042453358316,35,3.58351893845611,2.891891891891892,8,0.0,0,331.0810810810811,3300,37,0.6211495272549352,0.14569293019911733
586,PRV57421,No,22,3.1354942159291497,33,3.5263605246161616,2.8857142857142857,8,0.0,0,230.85714285714286,2900,35,0.5248387470998537,0.14866545964122185
587,PRV56938,No,4,1.6094379124341003,21,3.091042453358316,2.090909090909091,5,0.0,0,174.54545454545453,890,22,1.7203143594031964,0.13725481855479105
588,PRV56142,No,26,3.295836866004329,46,3.8501476017100584,2.5208333333333335,8,0.0,0,366.4583333333333,3300,48,0.665490259483427,0.13387636680241666
589,PRV56735,No,3,1.3862943611198906,285,5.655991810819852,2.9053398058252426,10,0.0,0,324.34466019417476,3300,412,4.919813586367513,0.435388448148828
590,PRV52981,No,3,1.3862943611198906,149,5.0106352940962555,2.3631436314363143,10,0.0,0,232.60162601626016,3300,369,4.809671950919683,0.9463712890610024
591,PRV56020,No,41,3.7376696182833684,133,4.897839799950911,2.7857142857142856,9,0.0,0,426.92857142857144,17300,140,1.2566985032026896,0.14197899564849606
592,PRV56018,No,37,3.6375861597263857,47,3.871201010907891,2.5531914893617023,8,0.0,0,422.1276595744681,5100,47,0.3147574878704378,0.0951167786510513
593,PRV53921,No,44,3.8066624897703196,492,6.20050917404269,2.5928853754940713,10,0.0,0,352.0289855072464,4400,759,2.853366569416535,0.4963117484720975
594,PRV53950,No,16,2.833213344056216,235,5.4638318050256105,2.708053691275168,10,0.0,0,275.6040268456376,3600,298,2.9292380624125824,0.3133725876624565
595,PRV53251,No,8,2.1972245773362196,116,4.762173934797756,2.851528384279476,9,0.0,0,289.95633187772927,3300,229,3.356522955935015,0.7294635655206025
596,PRV53269,Yes,152,5.030437921392435,269,5.598421958998375,2.7994186046511627,10,0.0,0,257.6744186046512,3300,344,0.8599358122326066,0.321186627004358
597,PRV53121,Yes,36,3.6109179126442243,255,5.545177444479562,2.5404896421845575,10,0.0018832391713747645,1,290.52730696798494,5200,531,2.6977239965997115,0.7803662075833925
598,PRV53117,No,15,2.772588722239781,154,5.043425116919247,2.7896995708154506,9,0.0,0,379.2703862660944,16500,233,2.7487432066241952,0.4780268404457417
599,PRV55019,Yes,50,3.9318256327243257,101,4.624972813284271,2.220472440944882,9,0.0,0,226.14173228346456,3300,127,0.9705865128844385,0.30549835864659997
600,PRV54942,Yes,43,3.784189633918261,102,4.634728988229636,2.463636363636364,9,0.0,0,254.27272727272728,3300,110,0.9774026728732353,0.16409449383962724
601,PRV55205,No,121,4.804021044733257,205,5.327876168789581,2.5675675675675675,9,0.0045045045045045045,1,675.9459459459459,84660,222,0.6598794593565501,0.16794707564389205
602,PRV52169,No,33,3.5263605246161616,38,3.6635616461296463,2.4871794871794872,6,0.0,0,256.4102564102564,2000,39,0.24800018056963316,0.11871218379962975
603,PRV52222,No,1,0.6931471805599453,52,3.970291913552122,2.2777777777777777,9,0.0,0,313.3333333333333,3100,54,3.98090233911679,0.1295024258542046
604,PRV52168,No,36,3.6109179126442243,77,4.356708826689592,2.551282051282051,9,0.0,0,226.4102564102564,2700,78,0.8180448391361477,0.10692921059593291
605,PRV53616,No,25,3.258096538021482,39,3.6888794541139363,2.6666666666666665,9,0.0,0,213.57142857142858,3300,42,0.5762359159402896,0.16266887980298703
606,PRV54952,Yes,68,4.23410650459726,136,4.919980925828125,2.6861313868613137,9,0.0,0,289.4160583941606,3300,137,0.74877564617814,0.10190554300532753
607,PRV55045,No,22,3.1354942159291497,65,4.189654742026425,2.590909090909091,9,0.0,0,418.6363636363636,4700,66,1.1309623319601472,0.10905925065257605
608,PRV51549,No,11,2.4849066497880004,13,2.6390573296152584,2.6153846153846154,6,0.0,0,546.9230769230769,2840,13,0.24744176612050464,0.09461117236638439
609,PRV57305,No,1,0.6931471805599453,343,5.840641657373398,2.625185185185185,10,0.0,0,260.3703703703704,3300,675,6.504911978455595,0.7265203767878298
610,PRV53001,No,6,1.9459101490553132,105,4.663439094112067,2.68,10,0.0,0,303.06666666666666,3300,150,3.2212092069028735,0.42424458936235393
611,PRV55893,Yes,23,3.1780538303479458,276,5.6240175061873385,2.7130730050933787,10,0.001697792869269949,1,271.018675721562,3300,589,3.2463962899669854,0.8037850403028367
612,PRV53961,Yes,22,3.1354942159291497,32,3.4965075614664802,2.25,7,0.0,0,548.75,3290,32,0.4407579878687974,0.09502613730965835
613,PRV54008,No,2,1.0986122886681098,41,3.7376696182833684,2.5,8,0.0,0,257.2,2700,50,3.2179002247470176,0.27703673056599054
614,PRV52366,No,53,3.9889840465642745,118,4.77912349311153,2.743455497382199,9,0.0,0,285.75916230366494,3300,191,1.30916862051323,0.541455836033683
615,PRV52441,No,1,0.6931471805599453,53,3.9889840465642745,2.627659574468085,10,0.0,0,217.12765957446808,3300,94,4.534418342674261,0.6276750664941594
616,PRV54030,No,2,1.0986122886681098,14,2.70805020110221,3.2857142857142856,6,0.0,0,201.42857142857142,1900,14,1.9551776625918917,0.09466108202741298
617,PRV57715,No,70,4.2626798770413155,370,5.916202062607435,2.643031784841076,9,0.0,0,263.9364303178484,5400,818,2.466746509466052,0.837572606226646
618,PRV57702,No,8,2.1972245773362196,8,2.1972245773362196,3.625,8,0.0,0,353.75,1680,8,0.0941745903114069,0.0941745903114069
619,PRV53261,No,28,3.367295829986474,101,4.624972813284271,2.417525773195876,9,0.0,0,214.17525773195877,2100,194,1.949631476634039,0.7033954475217432
620,PRV53262,No,47,3.871201010907891,83,4.430816798843313,2.6186440677966103,9,0.0,0,383.47457627118644,3300,118,0.9593901566068662,0.4197068645145305
621,PRV51509,No,2,1.0986122886681098,493,6.202535517187923,2.5233009708737866,10,0.0,0,312.747572815534,5100,1030,6.2393744857453335,0.7835394305446914
622,PRV51609,No,38,3.6635616461296463,59,4.0943445622221,2.2698412698412698,9,0.0,0,139.52380952380952,1200,63,0.5638687674892727,0.15496377063331035
623,PRV54265,No,13,2.6390573296152584,197,5.288267030694535,2.7438423645320196,9,0.0,0,278.1527093596059,3300,406,3.4438341773196717,0.7704827330324732
624,PRV54360,No,27,3.332204510175204,32,3.4965075614664802,2.2162162162162162,4,0.0,0,245.94594594594594,2500,37,0.3851692084882617,0.2278435169557013
625,PRV54374,No,10,2.3978952727983707,455,6.1224928095143865,2.659250585480094,10,0.00234192037470726,2,327.89227166276345,15000,854,4.44751804519959,0.6815207683872928
626,PRV54372,Yes,62,4.143134726391533,792,6.675823221634848,2.6033834586466167,10,0.0006265664160401002,1,290.7268170426065,7600,1596,3.25183792556084,0.7491144190624012
627,PRV52310,No,3,1.3862943611198906,190,5.25227342804663,2.55726872246696,10,0.0,0,235.2202643171806,5200,454,5.0168198951907925,0.9120208003001625
628,PRV52431,No,1,0.6931471805599453,36,3.6109179126442243,2.619047619047619,7,0.0,0,378.57142857142856,2600,63,4.134786286428962,0.6149229147878505
629,PRV52411,No,1,0.6931471805599453,51,3.9512437185814275,2.467391304347826,8,0.0,0,347.9347826086956,2900,92,4.512935470112448,0.6437299819705873
630,PRV55012,No,24,3.2188758248682006,69,4.248495242049359,2.3013698630136985,9,0.0,0,271.2328767123288,3290,73,1.1443501272922705,0.14653694670595419
631,PRV54078,No,58,4.07753744390572,91,4.5217885770490405,2.8282828282828283,9,0.0,0,215.95959595959596,2700,99,0.5914479043481773,0.17209658470691297
632,PRV54742,Yes,13,2.6390573296152584,879,6.779921907472252,2.526189042745334,10,0.0,0,282.739313666466,4100,1661,4.850239773592948,0.6879465954582212
633,PRV54802,No,4,1.6094379124341003,17,2.8903717578961645,3.1176470588235294,5,0.0,0,104.11764705882354,490,17,1.4677364345149635,0.09477559195881244
634,PRV55593,No,12,2.5649493574615367,53,3.9889840465642745,2.5918367346938775,9,0.0,0,270.8843537414966,3300,147,2.5128298243856557,1.0553782508680267
635,PRV52171,No,7,2.0794415416798357,9,2.302585092994046,3.6666666666666665,7,0.0,0,202.22222222222223,670,9,0.3248912719326479,0.09430069052013113
636,PRV54960,No,70,4.2626798770413155,187,5.236441962829949,2.5906735751295336,9,0.0,0,266.32124352331607,3300,193,1.0496842775464306,0.12401281043459897
637,PRV54690,No,10,2.3978952727983707,366,5.905361848054571,2.580952380952381,10,0.0,0,267.8095238095238,3300,840,4.431008255705754,0.8733912733227318
638,PRV53624,No,80,4.394449154672439,140,4.948759890378168,2.5104895104895104,9,0.0,0,285.24475524475525,3300,143,0.6351348324475193,0.11453832612494107
639,PRV54694,No,17,2.8903717578961645,155,5.049856007249537,2.639393939393939,9,0.0,0,275.030303030303,3300,330,2.9704325543130765,0.8015059065923389
640,PRV51021,Yes,67,4.219507705176107,187,5.236441962829949,2.780701754385965,10,0.0,0,350.13157894736844,3300,228,1.2534705016212364,0.27701498567274996
641,PRV51699,No,1,0.6931471805599453,131,4.882801922586371,2.736842105263158,9,0.004784688995215311,1,257.2248803827751,3300,209,5.332867057970749,0.5278585772010285
642,PRV54717,No,1,0.6931471805599453,3,1.3862943611198906,1.3333333333333333,1,0.0,0,800.0,2300,3,1.1217743092651438,0.09228537411027177
643,PRV52606,No,19,2.995732273553991,22,3.1354942159291497,2.8,8,0.0,0,334.0,2300,30,0.5176722007615063,0.38050061243038896
644,PRV57365,No,10,2.3978952727983707,84,4.442651256490317,2.759562841530055,9,0.0,0,312.89617486338796,3300,183,2.9113565990496966,0.8234348642888467
645,PRV51244,Yes,12,2.5649493574615367,587,6.376726947898627,2.54320987654321,10,0.0016460905349794238,2,294.559670781893,14040,1215,4.617747708826965,0.7746402592515227
646,PRV51281,No,3,1.3862943611198906,200,5.303304908059076,2.8185328185328187,10,0.0,0,345.44401544401546,5020,259,4.456049470313228,0.3328480007462547
647,PRV51284,No,9,2.302585092994046,218,5.389071729816501,2.658333333333333,10,0.0,0,271.8333333333333,6500,360,3.6902686108753087,0.5603585971639047
648,PRV51627,No,4,1.6094379124341003,23,3.1780538303479458,2.652173913043478,6,0.0,0,254.7826086956522,3290,23,1.763987515174797,0.09491501659677999
649,PRV51567,Yes,1,0.6931471805599453,827,6.71901315438526,2.5410539215686274,10,0.0,0,285.171568627451,11040,1632,7.387673090010849,0.7291772135280177
650,PRV56439,No,40,3.713572066704308,237,5.472270673671475,2.6997742663656883,10,0.0,0,304.65011286681715,3300,443,2.413431408878388,0.6775864613197544
651,PRV51151,No,87,4.477336814478207,203,5.318119993844216,2.6445497630331753,9,0.0,0,281.042654028436,5200,211,0.9262444764636291,0.13046465370534138
652,PRV52563,No,6,1.9459101490553132,246,5.5093883366279774,2.792811839323467,10,0.004228329809725159,2,367.3784355179704,4300,473,4.366940446506937,0.704426365556591
653,PRV52555,No,6,1.9459101490553132,7,2.0794415416798357,2.0,3,0.0,0,514.2857142857143,3290,7,0.2348550690367873,0.09401248951061449
654,PRV52642,Yes,9,2.302585092994046,167,5.123963979403259,2.4551724137931035,9,0.006896551724137931,2,262.8965517241379,3300,290,3.4746479314824263,0.6078196407665258
655,PRV53915,No,27,3.332204510175204,434,6.075346031088684,2.5908256880733944,10,0.0,0,280.0,3300,545,3.009522349800538,0.3043411129403631
656,PRV52645,No,3,1.3862943611198906,367,5.908082938168931,2.6348039215686274,9,0.0,0,268.70098039215685,14060,408,4.910064568741271,0.19201305058136137
657,PRV52745,No,2,1.0986122886681098,152,5.030437921392435,2.3653846153846154,9,0.0,0,301.4102564102564,14010,156,4.3530089173627635,0.11889199665614991
658,PRV52573,No,2,1.0986122886681098,520,6.255750041753367,2.6541737649063033,10,0.0034071550255536627,2,270.30664395229985,3300,587,5.677232458225147,0.20605797716174235
659,PRV51542,Yes,13,2.6390573296152584,20,3.044522437723423,2.5,8,0.0,0,708.0,3300,20,0.49303572744573343,0.09485575827510169
660,PRV52123,Yes,32,3.4965075614664802,81,4.406719247264253,2.4574468085106385,9,0.0,0,250.4255319148936,3000,94,1.1107326454975435,0.23138991559955077
661,PRV52074,No,42,3.7612001156935624,123,4.820281565605037,2.7846153846153845,9,0.0,0,196.92307692307693,3300,130,1.1614309908933567,0.1456788795973079
662,PRV54971,No,9,2.302585092994046,169,5.135798437050262,2.4748010610079576,10,0.0,0,236.15384615384616,3400,377,3.736297184934395,0.8461417239189111
663,PRV55050,No,1,0.6931471805599453,137,4.927253685157205,2.726775956284153,9,0.0,0,271.09289617486337,3300,183,5.200087582308833,0.3616308934011608
664,PRV53985,Yes,6,1.9459101490553132,59,4.0943445622221,2.5714285714285716,9,0.0,0,292.75132275132273,3300,189,3.4514971155214997,1.1947848162676014
665,PRV52066,Yes,3,1.3862943611198906,630,6.447305862541213,2.679037800687285,10,0.0006872852233676976,1,265.65635738831617,4300,1455,6.181027952301805,0.8794139244414102
666,PRV51661,No,4,1.6094379124341003,89,4.499809670330265,3.1492537313432836,10,0.007462686567164179,1,355.0,3300,134,3.5120366272190817,0.4734033598411262
667,PRV53877,No,13,2.6390573296152584,17,2.8903717578961645,1.736842105263158,5,0.0,0,355.2631578947368,1990,19,0.4449518533937843,0.19638060187544612
668,PRV55004,Yes,22,3.1354942159291497,989,6.897704943128636,2.639398998330551,10,0.0008347245409015025,1,277.8005008347245,11000,2396,4.690977256386277,0.9252998852446029
669,PRV55064,No,1,0.6931471805599453,380,5.942799375126701,2.4847020933977455,10,0.0,0,302.33494363929145,8700,621,6.421543378757485,0.5505274837883879
670,PRV52304,No,41,3.7376696182833684,88,4.48863636973214,2.5652173913043477,9,0.0,0,343.04347826086956,6300,184,1.523163113209991,0.7842081244992657
671,PRV52109,No,109,4.700480365792417,222,5.407171771460119,2.7338709677419355,10,0.0,0,304.758064516129,3300,248,0.8650061281049374,0.1964437005786734
672,PRV52187,No,6,1.9459101490553132,25,3.258096538021482,2.6666666666666665,8,0.0,0,275.55555555555554,2280,27,1.5244272554036873,0.16514841618679674
673,PRV52821,Yes,13,2.6390573296152584,314,5.752572638825633,2.640740740740741,10,0.0,0,299.94444444444446,4200,540,3.728257208681209,0.5986664073477437
674,PRV52860,Yes,7,2.0794415416798357,149,5.0106352940962555,2.491094147582697,9,0.0,0,274.3765903307888,3300,393,4.0282540369050475,1.0070110801144088
675,PRV55366,No,1,0.6931471805599453,53,3.9889840465642745,2.392523364485981,8,0.0,0,189.81308411214954,2400,107,4.663821983625105,0.7507021914245373
676,PRV55231,No,39,3.6888794541139363,99,4.605170185988092,2.484126984126984,9,0.0,0,329.12698412698415,3300,126,1.2029545983577647,0.31670582434733136
677,PRV52476,No,14,2.70805020110221,20,3.044522437723423,2.15,7,0.0,0,165.0,900,20,0.4236662895590884,0.09485575827510169
678,PRV55493,No,18,2.9444389791664403,39,3.6888794541139363,2.717948717948718,9,0.0,0,160.76923076923077,1100,39,0.8177794317258125,0.09507711216704196
679,PRV52054,No,121,4.804021044733257,232,5.4510384535657,2.6875,9,0.0,0,327.0416666666667,3300,240,0.7339566140559347,0.1261375246503829
680,PRV52565,No,6,1.9459101490553132,78,4.3694478524670215,2.619047619047619,9,0.0,0,259.04761904761904,2800,126,3.0476156600259183,0.5395165979075318
681,PRV52673,No,1,0.6931471805599453,52,3.970291913552122,2.689655172413793,8,0.0,0,223.79310344827587,2100,87,4.4571180339956395,0.5725349687057346
682,PRV52699,No,7,2.0794415416798357,10,2.3978952727983707,2.6363636363636362,7,0.0,0,377.27272727272725,3190,11,0.5123366071903223,0.18140538632217523
683,PRV51361,No,19,2.995732273553991,32,3.4965075614664802,2.78125,8,0.0,0,245.9375,2800,32,0.5784793559760676,0.09502613730965835
684,PRV54278,No,6,1.9459101490553132,27,3.332204510175204,3.1147540983606556,8,0.0,0,322.78688524590166,3200,61,2.3272533556268256,0.8579930932374992
685,PRV54257,No,1,0.6931471805599453,134,4.90527477843843,2.5709219858156027,9,0.0,0,246.59574468085106,3300,282,5.6323148319907546,0.7904193312997646
686,PRV53625,No,54,4.007333185232471,128,4.859812404361672,2.3469387755102042,10,0.0,0,300.7482993197279,3300,147,1.0373459903060085,0.22182090526685386
687,PRV51838,No,96,4.574710978503383,169,5.135798437050262,2.29,10,0.0,0,270.0,3300,200,0.7807533707183401,0.24948314347161238
688,PRV51885,No,11,2.4849066497880004,49,3.912023005428146,2.7411764705882353,8,0.0,0,302.0,3300,85,2.056717075033508,0.6066847059647761
689,PRV51849,No,49,3.912023005428146,110,4.709530201312334,2.5664335664335662,9,0.0,0,228.1118881118881,2600,143,1.1045187720976601,0.33638782514769566
690,PRV53887,Yes,5,1.791759469228055,213,5.365976015021851,2.516722408026756,9,0.0,0,276.75585284280936,3370,598,4.782992280743635,1.0672523097048225
691,PRV52881,No,10,2.3978952727983707,209,5.3471075307174685,2.4113475177304964,9,0.0,0,244.7163120567376,3300,282,3.34186583787877,0.37102392173721527
692,PRV52628,Yes,2,1.0986122886681098,1354,7.2115567333138015,2.6029551954242134,10,0.0,0,287.9504289799809,5400,2098,6.950700867825277,0.5004549757901003
693,PRV52581,No,3,1.3862943611198906,135,4.912654885736052,2.5211267605633805,9,0.0,0,282.0422535211268,3300,142,3.856004453717217,0.1413033126976235
694,PRV52571,No,3,1.3862943611198906,429,6.063785208687608,2.702755905511811,10,0.0,0,318.48425196850394,14900,508,5.1291337130322585,0.25007489100884306
695,PRV52788,No,2,1.0986122886681098,373,5.924255797414532,2.6683291770573567,10,0.0,0,287.48129675810475,3300,401,5.296327826536123,0.16130066002856572
696,PRV55207,No,85,4.454347296253507,151,5.0238805208462765,2.4550898203592815,10,0.0,0,248.562874251497,2800,167,0.7248758442661175,0.18721541841897982
697,PRV55293,No,2,1.0986122886681098,25,3.258096538021482,2.6666666666666665,8,0.0,0,167.57575757575756,3300,33,2.804445273879774,0.35028512020918773
698,PRV55271,No,4,1.6094379124341003,12,2.5649493574615367,2.066666666666667,3,0.0,0,401.3333333333333,1490,15,1.3456412010578507,0.2993333326363891
699,PRV55300,No,1,0.6931471805599453,23,3.1780538303479458,2.375,9,0.0,0,260.0,1590,32,3.4589368514455434,0.39924560421858546
700,PRV57036,No,4,1.6094379124341003,20,3.044522437723423,3.3,9,0.0,0,435.0,2080,20,1.6267926779381143,0.09485575827510169
701,PRV53677,Yes,34,3.5553480614894135,143,4.969813299576001,2.50501002004008,9,0.0,0,240.7815631262525,3300,499,2.6927440065787636,1.277947859857969
702,PRV55447,No,39,3.6888794541139363,60,4.110873864173311,2.6666666666666665,9,0.0,0,348.3333333333333,3300,66,0.5832619317705128,0.18216879280707318
703,PRV55234,No,53,3.9889840465642745,165,5.111987788356544,2.6440677966101696,10,0.011299435028248588,2,326.55367231638417,4400,177,1.2351785921333793,0.1592766022904256
704,PRV55183,No,33,3.5263605246161616,74,4.31748811353631,2.5208333333333335,8,0.0,0,195.3125,2500,96,1.1013450956287725,0.3344144139980722
705,PRV55368,No,56,4.04305126783455,101,4.624972813284271,2.4434782608695653,9,0.0,0,215.3913043478261,3300,115,0.7669573299109304,0.21390188920493997
706,PRV52321,Yes,42,3.7612001156935624,110,4.709530201312334,2.700854700854701,9,0.0,0,198.54700854700855,2300,117,1.059542639244968,0.15146680563775552
707,PRV53702,No,7,2.0794415416798357,729,6.593044534142437,2.5762376237623763,10,0.0,0,286.2079207920792,3300,1010,4.971061727446907,0.39571138074450907
708,PRV53699,No,5,1.791759469228055,278,5.631211781821365,2.584958217270195,9,0.0,0,314.67966573816153,3300,359,4.273281043701627,0.33025326462449617
709,PRV53499,No,5,1.791759469228055,18,2.9444389791664403,2.717391304347826,8,0.0,0,268.9130434782609,3290,46,2.228037902641644,0.976119400592807
